conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,intensity_level,cumulative_intensity,type_of_conflict,start_date,start_prec,start_date2,start_prec2,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,region,type_of_conflict2,c_epid,c_epno,c_ep_startyear,c_epterm,c_outcome,c_ep_endyear,c_ependdate,c_ependprec,c_ep_durcount,c_ep_dur,version,conflict_type,termination_outcome,any_support,support_count,support_label
238,United States of America,Government of United States of America,3,NA,Puerto Rican Nationalist Party,733,NA,1,Puerto Rico,1950,1,0,1,1950-10-30,1,1950-10-30,1,2,NA,NA,NA,2,5,1,23801,1,1950,1,3,1950,1950-11-01,1,1,1,4.2024002,Extrasystemic,Victory,NA,NA,No External Support
239,"Egypt, United Kingdom",Government of Egypt,117,NA,Government of United Kingdom,28,NA,1,Suez,1952,1,0,2,1951-10-18,1,1951-10-18,1,651,NA,200,NA,"200, 651","1, 2",2,23901,1,1951,1,5,1952,1952-12-31,5,2,2,4.2024002,Interstate,Other/Unclear,NA,NA,No External Support
240,Thailand,Government of Thailand,147,NA,Military faction (navy),215,NA,2,NA,1951,1,0,3,1951-06-30,1,1951-06-30,1,800,NA,NA,NA,800,3,3,24001,1,1951,1,3,1951,1951-07-01,1,1,1,4.2024002,Intrastate,Victory,1,6,External Support
240,Thailand,Government of Thailand,147,NA,CPT,216,NA,2,NA,1982,1,1,3,1951-06-30,1,1974-10-31,4,800,NA,NA,NA,800,3,3,24002,2,1974,1,5,1982,1982-12-31,5,9,9,4.2024002,Intrastate,Other/Unclear,1,6,External Support
241,Kenya,Government of United Kingdom,28,NA,Mau Mau,400,NA,1,Kenya,1956,2,1,1,1952-10-22,2,1952-10-22,2,200,NA,NA,NA,501,4,1,24101,1,1952,1,3,1956,1956-12-31,5,5,5,4.2024002,Extrasystemic,Victory,NA,NA,No External Support
242,Cuba,Government of Cuba,5,NA,M-26-7,734,NA,2,NA,1953,1,0,3,1953-07-26,1,1953-07-26,1,40,NA,NA,NA,40,5,3,24201,1,1953,1,3,1953,1953-07-27,1,1,1,4.2024002,Intrastate,Victory,NA,NA,No External Support
242,Cuba,Government of Cuba,5,NA,M-26-7,734,NA,2,NA,1958,2,1,3,1953-07-26,1,1956-12-05,1,40,NA,NA,NA,40,5,3,24202,2,1956,1,4,1958,1958-12-31,5,3,3,4.2024002,Intrastate,Low Activity,NA,NA,No External Support
242,Cuba,Government of Cuba,5,NA,Cuban Revolutionary Council,735,Government of United States of America,2,NA,1961,1,1,4,1953-07-26,1,1961-04-17,2,40,NA,NA,2,40,5,3,24203,3,1961,1,3,1961,1961-04-20,1,1,1,4.2024002,Intl. Intrastate,Victory,NA,NA,No External Support
243,Indonesia,Government of Indonesia,155,NA,Darul Islam,217,NA,2,NA,1953,2,1,3,1953-12-31,5,1953-12-31,5,850,NA,NA,NA,850,3,3,24301,1,1953,1,5,1953,1953-12-31,5,1,1,4.2024002,Intrastate,Other/Unclear,NA,NA,No External Support
243,Indonesia,Government of Indonesia,155,NA,"Darul Islam, Permesta Movement, PRRI","217, 218, 219",NA,2,NA,1961,2,1,3,1953-12-31,5,1958-04-17,2,850,NA,NA,NA,850,3,3,24302,2,1958,1,2,1961,1961-12-31,5,4,4,4.2024002,Intrastate,Ceasefire,NA,NA,No External Support
244,Morocco,Government of France,33,NA,Istiqlal,401,NA,1,Morocco,1956,1,0,1,1953-11-07,1,1953-11-07,1,220,NA,NA,NA,600,4,1,24401,1,1953,1,1,1956,1956-03-02,1,4,4,4.2024002,Extrasystemic,Peace Agreement,NA,NA,No External Support
245,Tunisia,Government of France,33,NA,National Liberation Army,402,NA,1,Tunisia,1956,1,0,1,1953-04-30,3,1953-04-30,3,220,NA,NA,NA,616,4,1,24501,1,1953,1,6,1956,1956-03-20,4,4,4,4.2024002,Extrasystemic,Ongoing,NA,NA,No External Support
246,Algeria,Government of France,33,NA,FLN,403,NA,1,Algeria,1962,1,1,1,1954-11-01,1,1954-11-29,2,220,NA,NA,NA,615,4,1,24601,1,1954,1,1,1962,1962-03-19,1,9,9,4.2024002,Extrasystemic,Peace Agreement,NA,NA,No External Support
247,Argentina,Government of Argentina,26,NA,Military faction (colorados),737,NA,2,NA,1963,1,0,3,1955-06-16,1,1963-04-02,1,160,NA,NA,NA,160,5,3,24702,2,1963,1,3,1963,1963-09-22,1,1,1,4.2024002,Intrastate,Victory,1,4,External Support
248,Cyprus,Government of United Kingdom,28,NA,EOKA,220,NA,1,Cyprus,1959,1,0,1,1955-06-02,1,1955-06-02,1,200,NA,NA,NA,352,1,1,24801,1,1955,1,1,1959,1959-02-19,1,5,5,4.2024002,Extrasystemic,Peace Agreement,NA,NA,No External Support
249,South Vietnam,Government of South Vietnam,151,Government of United States of America,FNL,221,NA,1,South Vietnam,1964,2,1,4,1955-04-30,3,1955-04-30,3,817,2,NA,NA,817,3,3,24901,1,1955,1,6,1964,1964-12-31,5,10,10,4.2024002,Intl. Intrastate,Ongoing,NA,NA,No External Support
250,"Hungary, Russia (Soviet Union)",Government of Hungary,40,NA,Government of Russia (Soviet Union),57,NA,2,NA,1956,2,1,2,1956-10-23,1,1956-10-23,1,310,NA,365,NA,"310, 365",1,2,25001,1,1956,1,4,1956,1956-11-14,1,1,1,4.2024002,Interstate,Low Activity,NA,NA,No External Support
251,India,Government of India,141,NA,NNC,222,NA,1,Nagaland,1959,1,1,3,1955-07-20,2,1956-12-31,5,750,NA,NA,NA,750,3,3,25101,1,1956,1,5,1959,1959-12-31,5,4,4,4.2024002,Intrastate,Other/Unclear,1,3,External Support
251,India,Government of India,141,NA,NNC,222,NA,1,Nagaland,1968,1,1,3,1955-07-20,2,1961-12-31,5,750,NA,NA,NA,750,3,3,25102,2,1961,1,5,1968,1968-06-15,1,8,8,4.2024002,Intrastate,Other/Unclear,1,3,External Support
251,India,Government of India,141,NA,NSCN-IM,223,NA,1,Nagaland,1997,1,1,3,1955-07-20,2,1992-08-05,1,750,NA,NA,NA,750,3,3,25103,3,1992,1,2,1997,1997-07-22,1,6,6,4.2024002,Intrastate,Ceasefire,1,3,External Support
251,India,Government of India,141,NA,NSCN-IM,223,NA,1,Nagaland,2000,1,1,3,1955-07-20,2,2000-09-13,1,750,NA,NA,NA,750,3,3,25104,4,2000,1,2,2000,2000-09-13,2,1,1,4.2024002,Intrastate,Ceasefire,1,3,External Support
252,"Egypt, France, Israel, United Kingdom",Government of Egypt,117,NA,"Government of France, Government of Israel, Government of United Kingdom","33, 121, 28",NA,1,Suez,1956,2,1,2,1956-10-31,1,1956-10-31,1,651,NA,NA,NA,"200, 220, 651, 666","1, 2",2,25201,1,1956,1,2,1956,1956-11-06,1,1,1,4.2024002,Interstate,Ceasefire,NA,NA,No External Support
253,Myanmar (Burma),Government of Myanmar (Burma),144,NA,KNPP,225,NA,1,Karenni,1957,1,0,3,1957-12-31,6,1957-12-31,6,775,NA,NA,NA,775,3,3,25301,1,1957,1,5,1957,1957-12-31,5,1,1,4.2024002,Intrastate,Other/Unclear,1,3,External Support
253,Myanmar (Burma),Government of Myanmar (Burma),144,NA,KNPP,225,NA,1,Karenni,1987,1,0,3,1957-12-31,6,1987-12-31,5,775,NA,NA,NA,775,3,3,25302,2,1987,1,5,1987,1987-12-31,5,1,1,4.2024002,Intrastate,Other/Unclear,1,3,External Support
253,Myanmar (Burma),Government of Myanmar (Burma),144,NA,KNPP,225,NA,1,Karenni,1992,1,0,3,1957-12-31,6,1992-09-22,1,775,NA,NA,NA,775,3,3,25303,3,1992,1,5,1992,1992-11-06,4,1,1,4.2024002,Intrastate,Other/Unclear,1,3,External Support
253,Myanmar (Burma),Government of Myanmar (Burma),144,NA,KNPP,225,NA,1,Karenni,1996,1,0,3,1957-12-31,6,1996-03-06,2,775,NA,NA,NA,775,3,3,25304,4,1996,1,5,1996,1996-10-06,2,1,1,4.2024002,Intrastate,Other/Unclear,1,3,External Support
253,Myanmar (Burma),Government of Myanmar (Burma),144,NA,KNPP,225,NA,1,Karenni,2005,1,0,3,1957-12-31,6,2005-01-16,1,775,NA,NA,NA,775,3,3,25305,5,2005,1,5,2005,2005-01-25,1,1,1,4.2024002,Intrastate,Other/Unclear,1,3,External Support
254,Cameroon,Government of France,33,NA,UPC,564,NA,1,Cameroon,1959,1,0,1,1957-09-30,3,1957-09-30,3,220,NA,NA,NA,471,4,1,25401,1,1957,1,6,1959,1959-12-31,5,3,3,4.2024002,Extrasystemic,Ongoing,NA,NA,No External Support
255,"Honduras, Nicaragua",Government of Honduras,12,NA,Government of Nicaragua,14,NA,1,Common Border,1957,1,0,2,1957-05-01,1,1957-05-01,1,91,NA,93,NA,"91, 93",5,2,25501,1,1957,1,1,1957,1957-05-07,1,1,1,4.2024002,Interstate,Peace Agreement,NA,NA,No External Support
256,"Mauritania, Morocco",Government of France,33,Government of Spain,NLA,565,NA,1,Morocco/Mauritania,1958,1,0,1,1957-01-12,2,1957-01-12,2,220,230,NA,NA,"435, 600",4,1,25601,1,1957,1,3,1958,1958-06-30,4,2,2,4.2024002,Extrasystemic,Victory,NA,NA,No External Support
257,"Mauritania, Morocco",Government of Spain,35,Government of France,NLA,565,NA,1,Morocco/Spanish territories,1958,1,0,1,1957-11-23,2,1957-11-23,2,230,220,NA,NA,"435, 600",4,1,25701,1,1957,1,3,1958,1958-06-30,4,2,2,4.2024002,Extrasystemic,Victory,NA,NA,No External Support
258,Oman,Government of Oman,129,Government of United Kingdom,State of Oman/Free Oman,226,NA,1,Oman,1957,1,0,4,1957-07-31,3,1957-07-31,3,698,200,NA,NA,698,2,3,25801,1,1957,1,3,1957,1957-08-26,1,1,1,4.2024002,Intl. Intrastate,Victory,NA,NA,No External Support
259,Iraq,Government of Iraq,116,NA,Military faction (forces of Abdul Wahab al-Shawaf),228,NA,2,NA,1959,1,0,3,1958-07-14,1,1958-07-14,1,645,NA,NA,NA,645,2,3,25901,1,1958,1,3,1959,1959-03-10,1,2,2,4.2024002,Intrastate,Victory,1,9,External Support
259,Iraq,Government of Iraq,116,NA,SCIRI,231,NA,2,NA,1984,1,1,3,1958-07-14,1,1982-08-01,1,645,NA,NA,NA,645,2,3,25903,3,1982,1,5,1984,1984-12-31,5,3,3,4.2024002,Intrastate,Other/Unclear,1,9,External Support
259,Iraq,Government of Iraq,116,NA,SCIRI,231,NA,2,NA,1987,1,1,3,1958-07-14,1,1987-12-31,5,645,NA,NA,NA,645,2,3,25904,4,1987,1,5,1987,1987-12-31,5,1,1,4.2024002,Intrastate,Other/Unclear,1,9,External Support
259,Iraq,Government of Iraq,116,NA,SCIRI,231,NA,2,NA,1996,1,1,3,1958-07-14,1,1991-04-24,1,645,NA,NA,NA,645,2,3,25905,5,1991,1,5,1996,1996-10-25,2,6,6,4.2024002,Intrastate,Other/Unclear,1,9,External Support
260,Lebanon,Government of Lebanon,119,NA,Independent Nasserite Movement,236,NA,2,NA,1958,2,1,3,1958-05-15,2,1958-05-15,2,660,NA,NA,NA,660,2,3,26001,1,1958,1,1,1958,1958-07-31,2,1,1,4.2024002,Intrastate,Peace Agreement,1,4,External Support
260,Lebanon,Government of Lebanon,119,Government of Syria,Forces of Michel Aoun,242,NA,2,NA,1990,1,1,4,1958-05-15,2,1989-03-14,1,660,652,NA,NA,660,2,3,26004,4,1989,1,3,1990,1990-10-13,1,2,2,4.2024002,Intl. Intrastate,Victory,1,4,External Support
261,Malaysia,Government of Malaysia,152,"Government of Australia, Government of New Zealand, Government of United Kingdom",CPM,196,NA,2,NA,1960,1,0,4,1957-12-31,5,1958-12-31,5,820,"200, 900, 920",NA,NA,820,3,3,26101,1,1958,1,3,1960,1960-07-31,1,3,3,4.2024002,Intl. Intrastate,Victory,1,1,External Support
261,Malaysia,Government of Malaysia,152,NA,CPM,196,NA,2,NA,1975,1,0,3,1957-12-31,5,1974-01-15,2,820,NA,NA,NA,820,3,3,26102,2,1974,1,5,1975,1975-12-31,5,2,2,4.2024002,Intrastate,Other/Unclear,1,1,External Support
261,Malaysia,Government of Malaysia,152,NA,CPM,196,NA,2,NA,1981,1,0,3,1957-12-31,5,1981-12-31,5,820,NA,NA,NA,820,3,3,26103,3,1981,1,5,1981,1981-12-31,5,1,1,4.2024002,Intrastate,Other/Unclear,1,1,External Support
262,Laos,Government of Laos,149,Government of Thailand,Pathet Lao,244,NA,2,NA,1961,2,1,4,1959-11-12,1,1959-11-12,1,812,800,NA,NA,812,3,3,26201,1,1959,1,1,1961,1961-04-26,1,3,3,4.2024002,Intl. Intrastate,Peace Agreement,1,3,External Support
262,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,NA,1973,2,1,4,1959-11-12,1,1963-12-31,5,812,"2, 817",NA,816,812,3,3,26202,2,1963,1,1,1973,1973-09-14,1,11,11,4.2024002,Intl. Intrastate,Peace Agreement,1,3,External Support
262,Laos,Government of Laos,149,NA,LRM,246,NA,2,NA,1990,1,1,3,1959-11-12,1,1989-08-25,1,812,NA,NA,NA,812,3,3,26203,3,1989,1,3,1990,1990-04-10,5,2,2,4.2024002,Intrastate,Victory,1,3,External Support
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,SSA,250,NA,1,Shan,1973,1,1,3,1959-11-22,1,1972-12-31,5,775,NA,NA,NA,775,3,3,26402,2,1972,1,5,1973,1973-12-31,5,2,2,4.2024002,Intrastate,Other/Unclear,1,6,External Support
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,MTA,255,NA,1,Shan,1988,1,1,3,1959-11-22,1,1976-08-31,4,775,NA,NA,NA,775,3,3,26403,3,1976,1,5,1988,1988-12-31,5,13,13,4.2024002,Intrastate,Other/Unclear,1,6,External Support
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,RCSS,256,NA,1,Shan,2002,1,1,3,1959-11-22,1,1993-07-16,3,775,NA,NA,NA,775,3,3,26404,4,1993,1,5,2002,2002-09-24,1,10,10,4.2024002,Intrastate,Other/Unclear,1,6,External Support
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,SSPP,1122,NA,1,Shan,2015,1,1,3,1959-11-22,1,2015-10-18,1,775,NA,NA,NA,775,3,3,26407,7,2015,1,5,2015,2015-11-30,2,1,1,4.2024002,Intrastate,Other/Unclear,1,6,External Support
265,DR Congo (Zaire),Government of DR Congo (Zaire),89,NA,State of Katanga,406,NA,1,Katanga,1962,1,0,3,1961-10-27,1,1961-11-12,3,490,NA,NA,NA,490,4,3,26501,1,1961,1,3,1962,1962-12-28,1,2,2,4.2024002,Intrastate,Victory,1,1,External Support
265,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",Kata Katanga,3967,NA,1,Katanga,2014,1,0,4,1961-10-27,1,2013-03-18,1,490,"510, 553, 560",NA,NA,490,4,3,26502,2,2013,1,5,2014,2014-11-05,2,2,2,4.2024002,Intl. Intrastate,Other/Unclear,1,1,External Support
265,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",Kata Katanga,3967,NA,1,Katanga,2020,1,0,4,1961-10-27,1,2020-03-28,1,490,"510, 553, 560",NA,NA,490,4,3,26503,3,2020,1,5,2020,2020-12-31,5,1,1,4.2024002,Intl. Intrastate,Other/Unclear,1,1,External Support
266,DR Congo (Zaire),Government of DR Congo (Zaire),89,NA,Independent Mining State of South Kasai,407,NA,1,South Kasai,1962,1,0,3,1960-08-31,2,1960-08-31,2,490,NA,NA,NA,490,4,3,26601,1,1960,1,3,1962,1962-12-31,5,3,3,4.2024002,Intrastate,Victory,NA,NA,No External Support
267,Ethiopia,Government of Ethiopia,97,NA,Military faction (forces of Mengistu Neway),408,NA,2,NA,1960,1,0,3,1960-12-17,2,1960-12-17,2,530,NA,NA,NA,530,4,3,26701,1,1960,1,3,1960,1960-12-17,2,1,1,4.2024002,Intrastate,Victory,1,7,External Support
268,"Ethiopia, Somalia",Government of Ethiopia,97,NA,Government of Somalia,95,NA,1,Ogaden,1964,1,0,2,1964-02-10,2,1964-02-13,2,530,NA,520,NA,"520, 530",4,2,26801,1,1964,1,2,1964,1964-03-30,1,1,1,4.2024002,Interstate,Ceasefire,1,5,External Support
268,"Ethiopia, Somalia",Government of Ethiopia,97,"Government of Cuba, Government of South Yemen",Government of Somalia,95,NA,1,Ogaden,1978,2,1,2,1964-02-10,2,1977-07-13,1,530,"40, 680",520,NA,"520, 530",4,2,26802,2,1977,1,3,1978,1978-03-23,1,2,2,4.2024002,Interstate,Victory,1,5,External Support
268,"Ethiopia, Somalia",Government of Ethiopia,97,Government of Cuba,Government of Somalia,95,NA,1,Ogaden,1980,1,1,2,1964-02-10,2,1980-05-31,3,530,40,520,NA,"520, 530",4,2,26803,3,1980,1,3,1980,1980-12-03,1,1,1,4.2024002,Interstate,Victory,1,5,External Support
269,Nepal,Government of Nepal,146,NA,NC,257,NA,2,NA,1962,1,0,3,1960-02-29,4,1960-02-29,4,790,NA,NA,NA,790,3,3,26901,1,1960,1,2,1962,1962-12-31,5,3,3,4.2024002,Intrastate,Ceasefire,1,4,External Support
269,Nepal,Government of Nepal,146,NA,CPN-M,258,NA,2,NA,2006,1,1,3,1960-02-29,4,1996-08-23,1,790,NA,NA,NA,790,3,3,26902,2,1996,1,1,2006,2006-09-21,1,11,11,4.2024002,Intrastate,Peace Agreement,1,4,External Support
270,France,Government of France,33,NA,OAS,259,NA,2,NA,1962,2,1,3,1961-04-22,1,1961-04-22,1,220,NA,NA,NA,220,1,3,27001,1,1961,1,3,1962,1962-06-30,5,2,2,4.2024002,Intrastate,Victory,NA,NA,No External Support
271,Iraq,Government of Iraq,116,NA,KDP,260,NA,1,Kurdistan,1970,1,1,3,1945-08-30,3,1961-12-31,3,645,NA,NA,NA,645,2,3,27101,1,1961,1,1,1970,1970-03-11,1,10,10,4.2024002,Intrastate,Peace Agreement,1,7,External Support
271,Iraq,Government of Iraq,116,NA,PUK,261,NA,1,Kurdistan,1992,1,1,3,1945-08-30,3,1973-07-31,3,645,NA,NA,NA,645,2,3,27102,2,1973,1,5,1992,1992-03-13,2,20,20,4.2024002,Intrastate,Other/Unclear,1,7,External Support
271,Iraq,Government of Iraq,116,NA,PUK,261,NA,1,Kurdistan,1996,1,1,3,1945-08-30,3,1995-03-14,1,645,NA,NA,NA,645,2,3,27103,3,1995,1,5,1996,1996-09-30,2,2,2,4.2024002,Intrastate,Other/Unclear,1,7,External Support
272,"France, Tunisia",Government of France,33,NA,Government of Tunisia,110,NA,1,Bizerte,1961,2,1,2,1961-07-20,1,1961-07-20,1,220,NA,616,NA,"220, 616","1, 4",2,27201,1,1961,1,1,1961,1961-07-22,1,1,1,4.2024002,Interstate,Peace Agreement,NA,NA,No External Support
273,Brunei,Government of United Kingdom,28,NA,North Kalimantan Liberation Army,263,NA,1,North Borneo,1962,1,0,1,1962-12-08,1,1962-12-08,1,200,NA,NA,NA,835,3,1,27301,1,1962,1,3,1962,1962-12-31,2,1,1,4.2024002,Extrasystemic,Victory,NA,NA,No External Support
274,"China, India",Government of China,135,NA,Government of India,141,NA,1,"Aksai Chin, Arunachal Pradesh",1962,2,1,2,1959-08-31,3,1962-11-21,5,710,NA,750,NA,"710, 750",3,2,27401,1,1962,1,3,1962,1962-11-21,1,1,1,4.2024002,Interstate,Victory,NA,NA,No External Support
274,"China, India",Government of China,135,NA,Government of India,141,NA,1,"Aksai Chin, Arunachal Pradesh",1967,1,1,2,1959-08-31,3,1967-01-31,3,710,NA,750,NA,"710, 750",3,2,27402,2,1967,1,4,1967,1967-12-31,5,1,1,4.2024002,Interstate,Low Activity,NA,NA,No External Support
274,"China, India",Government of China,135,NA,Government of India,141,NA,1,"Aksai Chin, Arunachal Pradesh",2020,1,1,2,1959-08-31,3,2020-08-30,1,710,NA,750,NA,"710, 750",3,2,27403,3,2020,1,2,2020,2020-12-31,1,1,1,4.2024002,Interstate,Ceasefire,NA,NA,No External Support
275,Ethiopia,Government of Ethiopia,97,NA,EPLF,416,NA,1,Eritrea,1991,2,1,3,1961-09-30,3,1964-03-15,1,530,NA,NA,NA,530,4,3,27501,1,1964,1,4,1991,1991-05-31,2,28,28,4.2024002,Intrastate,Low Activity,1,7,External Support
276,"Indonesia, Netherlands",Government of Indonesia,155,NA,Government of Netherlands,30,NA,1,West New Guinea,1962,1,0,2,1962-01-15,1,1962-01-15,1,850,NA,210,NA,"210, 850","1, 3",2,27601,1,1962,1,1,1962,1962-09-21,1,1,1,4.2024002,Interstate,Peace Agreement,NA,NA,No External Support
277,Venezuela,Government of Venezuela,18,NA,Military faction (navy),740,NA,2,NA,1962,1,0,3,1962-06-03,2,1962-06-03,2,101,NA,NA,NA,101,5,3,27701,1,1962,1,3,1962,1962-12-31,5,1,1,4.2024002,Intrastate,Victory,0,0,No External Support
277,Venezuela,Government of Venezuela,18,NA,Bandera Roja,741,NA,2,NA,1982,1,0,3,1962-06-03,2,1982-04-30,3,101,NA,NA,NA,101,5,3,27702,2,1982,1,3,1982,1982-10-04,1,1,1,4.2024002,Intrastate,Victory,0,0,No External Support
277,Venezuela,Government of Venezuela,18,NA,Military faction (forces of Hugo ChÃ¡vez),742,NA,2,NA,1992,1,0,3,1962-06-03,2,1992-02-04,1,101,NA,NA,NA,101,5,3,27703,3,1992,1,3,1992,1992-11-27,1,1,1,4.2024002,Intrastate,Victory,0,0,No External Support
278,"Algeria, Morocco",Government of Algeria,109,NA,Government of Morocco,108,NA,1,Common Border,1963,1,0,2,1963-10-08,1,1963-10-08,1,615,NA,600,NA,"600, 615",4,2,27801,1,1963,1,1,1963,1963-11-04,1,1,1,4.2024002,Interstate,Peace Agreement,NA,NA,No External Support
279,Guinea-Bissau,Government of Portugal,36,NA,PAIGC,417,NA,1,Guinea-Bissau,1973,1,1,1,1963-02-28,3,1963-02-28,3,235,NA,NA,NA,404,4,1,27901,1,1963,1,1,1973,1973-12-31,1,11,11,4.2024002,Extrasystemic,Peace Agreement,NA,NA,No External Support
280,Malaysia,Government of Malaysia,152,Government of United Kingdom,CCO,264,NA,1,North Borneo,1966,1,0,4,1963-12-31,7,1963-12-31,7,820,200,NA,NA,820,3,3,28001,1,1963,1,5,1966,1966-12-31,5,4,4,4.2024002,Intl. Intrastate,Other/Unclear,NA,NA,No External Support
281,"Indonesia, Malaysia",Government of Indonesia,155,NA,Government of Malaysia,152,Government of United Kingdom,1,North Borneo,1966,1,0,2,1962-12-08,1,1963-12-31,5,850,NA,820,200,"820, 850",3,2,28101,1,1963,1,1,1966,1966-08-11,1,4,4,4.2024002,Interstate,Peace Agreement,NA,NA,No External Support
282,Sudan,Government of Sudan,112,NA,SSLM,418,NA,1,Southern Sudan,1972,2,1,3,1963-12-31,5,1963-12-31,5,625,NA,NA,NA,625,4,3,28201,1,1963,1,1,1972,1972-01-31,1,10,10,4.2024002,Intrastate,Peace Agreement,NA,NA,No External Support
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,NA,CNL,419,NA,2,NA,1965,2,1,3,1964-01-03,1,1964-01-31,2,490,NA,NA,NA,490,4,3,28301,1,1964,1,3,1965,1965-12-31,5,2,2,4.2024002,Intrastate,Victory,1,10,External Support
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,NA,Military Faction (Forces of Jean Schramme),420,NA,2,NA,1967,1,1,3,1964-01-03,1,1967-07-05,1,490,NA,NA,NA,490,4,3,28302,2,1967,1,3,1967,1967-11-05,1,1,1,4.2024002,Intrastate,Victory,1,10,External Support
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,NA,FLNC,421,NA,2,NA,1978,1,1,3,1964-01-03,1,1977-04-30,3,490,NA,NA,NA,490,4,3,28303,3,1977,1,3,1978,1978-06-15,1,2,2,4.2024002,Intrastate,Victory,1,10,External Support
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Angola, Government of Namibia, Government of Zimbabwe (Rhodesia)",RCD,424,Government of Rwanda,2,NA,2001,1,1,4,1964-01-03,1,1996-10-19,1,490,"540, 552, 565",NA,517,490,4,3,28304,4,1996,1,1,2001,2001-09-29,2,6,6,4.2024002,Intl. Intrastate,Peace Agreement,1,10,External Support
284,Gabon,Government of Gabon,85,NA,Military faction (forces loyal to LÃ©on M'Ba),427,Government of France,2,NA,1964,1,0,4,1964-02-18,1,1964-02-18,1,481,NA,NA,220,481,4,3,28401,1,1964,1,3,1964,1964-02-19,1,1,1,4.2024002,Intl. Intrastate,Victory,NA,NA,No External Support
285,Mozambique,Government of Portugal,36,NA,Frelimo,428,NA,1,Mozambique,1974,1,1,1,1964-11-19,1,1964-11-19,1,235,NA,NA,NA,541,4,1,28501,1,1964,1,1,1974,1974-09-07,1,11,11,4.2024002,Extrasystemic,Peace Agreement,NA,NA,No External Support
286,South Yemen,Government of United Kingdom,28,NA,FLOSY,265,NA,1,Aden/South Yemen,1967,1,0,1,1964-11-25,1,1964-11-25,1,200,NA,NA,NA,680,2,1,28601,1,1964,1,1,1967,1967-11-29,1,4,4,4.2024002,Extrasystemic,Peace Agreement,NA,NA,No External Support
287,Burundi,Government of Burundi,93,NA,Military faction (forces loyal to Gervais Nyangoma),429,NA,2,NA,1965,1,0,3,1965-10-18,1,1965-10-19,2,516,NA,NA,NA,516,4,3,28701,1,1965,1,3,1965,1965-10-19,2,1,1,4.2024002,Intrastate,Victory,1,6,External Support
287,Burundi,Government of Burundi,93,NA,Palipehutu,430,NA,2,NA,1992,1,0,3,1965-10-18,1,1991-11-27,2,516,NA,NA,NA,516,4,3,28702,2,1991,1,5,1992,1992-04-14,2,2,2,4.2024002,Intrastate,Other/Unclear,1,6,External Support
287,Burundi,Government of Burundi,93,NA,Palipehutu-FNL,432,NA,2,NA,2006,1,1,3,1965-10-18,1,1994-10-18,3,516,NA,NA,NA,516,4,3,28703,3,1994,1,1,2006,2006-09-26,1,13,13,4.2024002,Intrastate,Peace Agreement,1,6,External Support
287,Burundi,Government of Burundi,93,NA,Palipehutu-FNL,432,NA,2,NA,2008,1,1,3,1965-10-18,1,2008-03-01,2,516,NA,NA,NA,516,4,3,28704,4,2008,1,1,2008,2008-08-22,1,1,1,4.2024002,Intrastate,Peace Agreement,1,6,External Support
288,Chad,Government of Chad,87,Government of France,First Liberation Army,436,NA,2,NA,1972,1,1,4,1966-07-31,4,1966-07-31,4,483,220,NA,NA,483,4,3,28801,1,1966,1,3,1972,1972-11-24,1,7,7,4.2024002,Intl. Intrastate,Victory,1,8,External Support
288,Chad,Government of Chad,87,Government of France,GUNT,441,Government of Libya,2,NA,1984,1,1,4,1966-07-31,4,1976-02-18,1,483,220,NA,620,483,4,3,28802,2,1976,1,5,1984,1984-12-31,5,9,9,4.2024002,Intl. Intrastate,Other/Unclear,1,8,External Support
288,Chad,Government of Chad,87,"Government of DR Congo (Zaire), Government of France",CDR,455,Government of Libya,2,NA,1987,2,1,4,1966-07-31,4,1986-12-31,5,483,"220, 490",NA,620,483,4,3,28803,3,1986,1,2,1987,1987-11-01,2,2,2,4.2024002,Intl. Intrastate,Ceasefire,1,8,External Support
288,Chad,Government of Chad,87,NA,MDJT,452,NA,2,NA,2003,1,1,3,1966-07-31,4,1997-10-30,1,483,NA,NA,NA,483,4,3,28805,5,1997,1,5,2003,2003-12-14,1,7,7,4.2024002,Intrastate,Other/Unclear,1,8,External Support
288,Chad,Government of Chad,87,NA,FPRN,1112,NA,2,NA,2010,1,1,3,1966-07-31,4,2005-12-18,1,483,NA,NA,NA,483,4,3,28806,6,2005,1,5,2010,2010-04-28,2,6,6,4.2024002,Intrastate,Other/Unclear,1,8,External Support
