conflict_id,country,location,side_a,side_b,year,region_label,intensity_level,intensity_label,conflict_type_label,lat,lon
288,Chad,Chad,Government of Chad,"FAN, FAP",1979,Africa,2,War,Intrastate,-2,22
289,Colombia,Colombia,Government of Colombia,"FARC, M-19",1979,Americas,1,Minor Conflict,Intrastate,-14,-60
298,South Africa,South Africa,Government of South Africa,SWAPO,1979,Africa,1,Minor Conflict,Intrastate,-2,22
299,Syria,Syria,Government of Syria,Muslim Brotherhood,1979,Middle East,1,Minor Conflict,Intrastate,29,42
300,Cambodia (Kampuchea),Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"KNUFNS, KPNLF, KR",1979,Asia,1,Minor Conflict,Internationalized Intrastate,34,90
308,Philippines,Philippines,Government of Philippines,MNLF,1979,Asia,1,Minor Conflict,Intrastate,34,90
314,Uganda,Uganda,Government of Uganda,"Fronasa, Kikosi Maalum, UNLF",1979,Africa,1,Minor Conflict,Internationalized Intrastate,-2,22
315,United Kingdom,United Kingdom,Government of United Kingdom,PIRA,1979,Europe,1,Minor Conflict,Intrastate,54,25
316,El Salvador,El Salvador,Government of El Salvador,"ERP, FPL",1979,Americas,1,Minor Conflict,Intrastate,-14,-60
318,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),PF,1979,Africa,2,War,Intrastate,-2,22
320,South Yemen,"South Yemen, Yemen (North Yemen)",Government of South Yemen,Government of Yemen (North Yemen),1979,Middle East,1,Minor Conflict,Interstate,29,42
322,Bangladesh,Bangladesh,Government of Bangladesh,PCJSS,1979,Asia,1,Minor Conflict,Intrastate,34,90
327,Angola,Angola,Government of Angola,"FNLA, UNITA",1979,Africa,2,War,Internationalized Intrastate,-2,22
329,Ethiopia,Ethiopia,Government of Ethiopia,WSLF,1979,Africa,1,Minor Conflict,Internationalized Intrastate,-2,22
330,Indonesia,Indonesia,Government of Indonesia,CNRT,1979,Asia,1,Minor Conflict,Intrastate,34,90
331,Morocco,Morocco,Government of Morocco,POLISARIO,1979,Africa,2,War,Intrastate,-2,22
332,Mozambique,Mozambique,Government of Mozambique,Renamo,1979,Africa,1,Minor Conflict,Intrastate,-2,22
333,Afghanistan,Afghanistan,Government of Afghanistan,Jam'iyyat-i Islami-yi Afghanistan,1979,Asia,2,War,Intrastate,34,90
334,China,"China, Vietnam (North Vietnam)",Government of China,Government of Vietnam (North Vietnam),1979,Asia,2,War,Interstate,34,90
335,India,India,Government of India,TNV,1979,Asia,1,Minor Conflict,Intrastate,34,90
336,Nicaragua,Nicaragua,Government of Nicaragua,FSLN,1979,Americas,2,War,Intrastate,-14,-60
338,Iran,Iran,Government of Iran,MEK,1979,Middle East,1,Minor Conflict,Intrastate,29,42
339,Iran,Iran,Government of Iran,APCO,1979,Middle East,1,Minor Conflict,Intrastate,29,42
340,Saudi Arabia,Saudi Arabia,Government of Saudi Arabia,JSM,1979,Middle East,1,Minor Conflict,Intrastate,29,42
342,Spain,Spain,Government of Spain,ETA,1979,Europe,1,Minor Conflict,Intrastate,54,25
436,Ethiopia,Ethiopia,Government of Ethiopia,SALF,1979,Africa,1,Minor Conflict,Intrastate,-2,22
440,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),LNUP,1979,Asia,1,Minor Conflict,Intrastate,34,90
205,Iran,Iran,Government of Iran,KDPI,1980,Middle East,2,War,Intrastate,29,42
209,Philippines,Philippines,Government of Philippines,CPP,1980,Asia,1,Minor Conflict,Intrastate,34,90
221,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),KNU,1980,Asia,1,Minor Conflict,Intrastate,34,90
222,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),CPB,1980,Asia,2,War,Intrastate,34,90
230,Yemen (North Yemen),Yemen (North Yemen),Government of Yemen (North Yemen),NDF,1980,Middle East,1,Minor Conflict,Intrastate,29,42
231,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),KIO,1980,Asia,1,Minor Conflict,Intrastate,34,90
233,Guatemala,Guatemala,Government of Guatemala,"EGP, FAR II, ORPA",1980,Americas,1,Minor Conflict,Intrastate,-14,-60
234,Israel,Israel,Government of Israel,"PLO, Rejectionist Front",1980,Middle East,1,Minor Conflict,Intrastate,29,42
240,Thailand,Thailand,Government of Thailand,CPT,1980,Asia,1,Minor Conflict,Intrastate,34,90
264,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),SURA,1980,Asia,1,Minor Conflict,Intrastate,34,90
267,Ethiopia,Ethiopia,Government of Ethiopia,TPLF,1980,Africa,2,War,Intrastate,-2,22
268,Ethiopia,"Ethiopia, Somalia",Government of Ethiopia,Government of Somalia,1980,Africa,1,Minor Conflict,Interstate,-2,22
271,Iraq,Iraq,Government of Iraq,"KDP, PUK",1980,Middle East,1,Minor Conflict,Intrastate,29,42
275,Ethiopia,Ethiopia,Government of Ethiopia,"ELF, EPLF",1980,Africa,1,Minor Conflict,Intrastate,-2,22
288,Chad,Chad,Government of Chad,FAN,1980,Africa,2,War,Internationalized Intrastate,-2,22
289,Colombia,Colombia,Government of Colombia,FARC,1980,Americas,1,Minor Conflict,Intrastate,-14,-60
298,South Africa,South Africa,Government of South Africa,SWAPO,1980,Africa,2,War,Intrastate,-2,22
299,Syria,Syria,Government of Syria,Muslim Brotherhood,1980,Middle East,1,Minor Conflict,Intrastate,29,42
300,Cambodia (Kampuchea),Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"KPNLF, KR",1980,Asia,1,Minor Conflict,Internationalized Intrastate,34,90
308,Philippines,Philippines,Government of Philippines,MNLF,1980,Asia,1,Minor Conflict,Intrastate,34,90
314,Uganda,Uganda,Government of Uganda,FUNA,1980,Africa,1,Minor Conflict,Internationalized Intrastate,-2,22
315,United Kingdom,United Kingdom,Government of United Kingdom,PIRA,1980,Europe,1,Minor Conflict,Intrastate,54,25
316,El Salvador,El Salvador,Government of El Salvador,FMLN,1980,Americas,1,Minor Conflict,Intrastate,-14,-60
322,Bangladesh,Bangladesh,Government of Bangladesh,PCJSS,1980,Asia,1,Minor Conflict,Intrastate,34,90
324,Iran,"Iran, Iraq",Government of Iran,Government of Iraq,1980,Middle East,2,War,Interstate,29,42
327,Angola,Angola,Government of Angola,UNITA,1980,Africa,2,War,Internationalized Intrastate,-2,22
329,Ethiopia,Ethiopia,Government of Ethiopia,WSLF,1980,Africa,1,Minor Conflict,Internationalized Intrastate,-2,22
330,Indonesia,Indonesia,Government of Indonesia,CNRT,1980,Asia,1,Minor Conflict,Intrastate,34,90
331,Morocco,Morocco,Government of Morocco,POLISARIO,1980,Africa,2,War,Intrastate,-2,22
332,Mozambique,Mozambique,Government of Mozambique,Renamo,1980,Africa,1,Minor Conflict,Intrastate,-2,22
333,Afghanistan,Afghanistan,Government of Afghanistan,"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1980,Asia,2,War,Internationalized Intrastate,34,90
334,China,"China, Vietnam (North Vietnam)",Government of China,Government of Vietnam (North Vietnam),1980,Asia,1,Minor Conflict,Interstate,34,90
335,India,India,Government of India,TNV,1980,Asia,1,Minor Conflict,Intrastate,34,90
338,Iran,Iran,Government of Iran,MEK,1980,Middle East,1,Minor Conflict,Intrastate,29,42
339,Iran,Iran,Government of Iran,APCO,1980,Middle East,1,Minor Conflict,Intrastate,29,42
341,Liberia,Liberia,Government of Liberia,Military faction (forces of Samuel Doe),1980,Africa,1,Minor Conflict,Intrastate,-2,22
342,Spain,Spain,Government of Spain,ETA,1980,Europe,1,Minor Conflict,Intrastate,54,25
343,Tunisia,Tunisia,Government of Tunisia,Résistance Armée Tunisienne,1980,Africa,1,Minor Conflict,Intrastate,-2,22
413,Ethiopia,Ethiopia,Government of Ethiopia,OLF,1980,Africa,1,Minor Conflict,Internationalized Intrastate,-2,22
436,Ethiopia,Ethiopia,Government of Ethiopia,SALF,1980,Africa,1,Minor Conflict,Internationalized Intrastate,-2,22
440,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),LNUP,1980,Asia,1,Minor Conflict,Intrastate,34,90
205,Iran,Iran,Government of Iran,KDPI,1981,Middle East,1,Minor Conflict,Intrastate,29,42
209,Philippines,Philippines,Government of Philippines,CPP,1981,Asia,1,Minor Conflict,Intrastate,34,90
221,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),KNU,1981,Asia,1,Minor Conflict,Intrastate,34,90
222,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),CPB,1981,Asia,1,Minor Conflict,Intrastate,34,90
230,Yemen (North Yemen),Yemen (North Yemen),Government of Yemen (North Yemen),NDF,1981,Middle East,1,Minor Conflict,Intrastate,29,42
231,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),KIO,1981,Asia,1,Minor Conflict,Intrastate,34,90
233,Guatemala,Guatemala,Government of Guatemala,"EGP, FAR I, FAR II, ORPA",1981,Americas,1,Minor Conflict,Intrastate,-14,-60
234,Israel,Israel,Government of Israel,"PLO, Rejectionist Front",1981,Middle East,1,Minor Conflict,Intrastate,29,42
240,Thailand,Thailand,Government of Thailand,CPT,1981,Asia,1,Minor Conflict,Intrastate,34,90
261,Malaysia,Malaysia,Government of Malaysia,CPM,1981,Asia,1,Minor Conflict,Intrastate,34,90
264,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),SURA,1981,Asia,1,Minor Conflict,Intrastate,34,90
267,Ethiopia,Ethiopia,Government of Ethiopia,TPLF,1981,Africa,2,War,Intrastate,-2,22
271,Iraq,Iraq,Government of Iraq,"KDP, PUK",1981,Middle East,1,Minor Conflict,Intrastate,29,42
275,Ethiopia,Ethiopia,Government of Ethiopia,EPLF,1981,Africa,1,Minor Conflict,Intrastate,-2,22
288,Chad,Chad,Government of Chad,FAN,1981,Africa,1,Minor Conflict,Internationalized Intrastate,-2,22
289,Colombia,Colombia,Government of Colombia,"FARC, M-19",1981,Americas,1,Minor Conflict,Intrastate,-14,-60
291,Indonesia,Indonesia,Government of Indonesia,OPM,1981,Asia,2,War,Intrastate,34,90
295,Ghana,Ghana,Government of Ghana,Military faction (forces of Jerry John Rawlings),1981,Africa,1,Minor Conflict,Intrastate,-2,22
298,South Africa,South Africa,Government of South Africa,SWAPO,1981,Africa,2,War,Intrastate,-2,22
299,Syria,Syria,Government of Syria,Muslim Brotherhood,1981,Middle East,1,Minor Conflict,Intrastate,29,42
300,Cambodia (Kampuchea),Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"KPNLF, KR",1981,Asia,1,Minor Conflict,Internationalized Intrastate,34,90
308,Philippines,Philippines,Government of Philippines,MNLF,1981,Asia,2,War,Intrastate,34,90
314,Uganda,Uganda,Government of Uganda,"FUNA, NRA, UNRF",1981,Africa,2,War,Internationalized Intrastate,-2,22
315,United Kingdom,United Kingdom,Government of United Kingdom,PIRA,1981,Europe,1,Minor Conflict,Intrastate,54,25
316,El Salvador,El Salvador,Government of El Salvador,FMLN,1981,Americas,2,War,Intrastate,-14,-60
322,Bangladesh,Bangladesh,Government of Bangladesh,PCJSS,1981,Asia,1,Minor Conflict,Intrastate,34,90
324,Iran,"Iran, Iraq",Government of Iran,Government of Iraq,1981,Middle East,2,War,Interstate,29,42
327,Angola,Angola,Government of Angola,UNITA,1981,Africa,2,War,Internationalized Intrastate,-2,22
329,Ethiopia,Ethiopia,Government of Ethiopia,WSLF,1981,Africa,1,Minor Conflict,Internationalized Intrastate,-2,22
330,Indonesia,Indonesia,Government of Indonesia,CNRT,1981,Asia,1,Minor Conflict,Intrastate,34,90
331,Morocco,Morocco,Government of Morocco,POLISARIO,1981,Africa,1,Minor Conflict,Intrastate,-2,22
332,Mozambique,Mozambique,Government of Mozambique,Renamo,1981,Africa,2,War,Intrastate,-2,22
333,Afghanistan,Afghanistan,Government of Afghanistan,"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1981,Asia,2,War,Internationalized Intrastate,34,90
334,China,"China, Vietnam (North Vietnam)",Government of China,Government of Vietnam (North Vietnam),1981,Asia,1,Minor Conflict,Interstate,34,90
335,India,India,Government of India,TNV,1981,Asia,1,Minor Conflict,Intrastate,34,90
338,Iran,Iran,Government of Iran,MEK,1981,Middle East,2,War,Intrastate,29,42
342,Spain,Spain,Government of Spain,ETA,1981,Europe,1,Minor Conflict,Intrastate,54,25
344,Gambia,Gambia,Government of Gambia,NRC,1981,Africa,1,Minor Conflict,Internationalized Intrastate,-2,22
345,South Africa,South Africa,Government of South Africa,ANC,1981,Africa,1,Minor Conflict,Intrastate,-2,22
413,Ethiopia,Ethiopia,Government of Ethiopia,OLF,1981,Africa,2,War,Intrastate,-2,22
437,Ethiopia,Ethiopia,Government of Ethiopia,SLM,1981,Africa,2,War,Intrastate,-2,22
440,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),LNUP,1981,Asia,1,Minor Conflict,Intrastate,34,90
205,Iran,Iran,Government of Iran,KDPI,1982,Middle East,2,War,Intrastate,29,42
209,Philippines,Philippines,Government of Philippines,CPP,1982,Asia,2,War,Intrastate,34,90
221,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),KNU,1982,Asia,1,Minor Conflict,Intrastate,34,90
222,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),CPB,1982,Asia,2,War,Intrastate,34,90
230,Yemen (North Yemen),Yemen (North Yemen),Government of Yemen (North Yemen),NDF,1982,Middle East,1,Minor Conflict,Intrastate,29,42
231,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),KIO,1982,Asia,1,Minor Conflict,Intrastate,34,90
233,Guatemala,Guatemala,Government of Guatemala,URNG,1982,Americas,1,Minor Conflict,Intrastate,-14,-60
234,Israel,Israel,Government of Israel,"PLO, Rejectionist Front",1982,Middle East,2,War,Internationalized Intrastate,29,42
240,Thailand,Thailand,Government of Thailand,CPT,1982,Asia,1,Minor Conflict,Intrastate,34,90
259,Iraq,Iraq,Government of Iraq,SCIRI,1982,Middle East,1,Minor Conflict,Intrastate,29,42
260,Lebanon,Lebanon,Government of Lebanon,NSF,1982,Middle East,1,Minor Conflict,Intrastate,29,42
264,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),SURA,1982,Asia,1,Minor Conflict,Intrastate,34,90
267,Ethiopia,Ethiopia,Government of Ethiopia,TPLF,1982,Africa,2,War,Intrastate,-2,22
271,Iraq,Iraq,Government of Iraq,"KDP, PUK",1982,Middle East,1,Minor Conflict,Intrastate,29,42
275,Ethiopia,Ethiopia,Government of Ethiopia,EPLF,1982,Africa,2,War,Intrastate,-2,22
277,Venezuela,Venezuela,Government of Venezuela,Bandera Roja,1982,Americas,1,Minor Conflict,Intrastate,-14,-60
288,Chad,Chad,Government of Chad,"FAN, FAT",1982,Africa,1,Minor Conflict,Intrastate,-2,22
289,Colombia,Colombia,Government of Colombia,"FARC, M-19",1982,Americas,1,Minor Conflict,Intrastate,-14,-60
292,Peru,Peru,Government of Peru,Sendero Luminoso,1982,Americas,1,Minor Conflict,Intrastate,-14,-60
298,South Africa,South Africa,Government of South Africa,SWAPO,1982,Africa,2,War,Intrastate,-2,22
299,Syria,Syria,Government of Syria,Muslim Brotherhood,1982,Middle East,2,War,Intrastate,29,42
300,Cambodia (Kampuchea),Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"FUNCINPEC, KPNLF, KR",1982,Asia,1,Minor Conflict,Internationalized Intrastate,34,90
308,Philippines,Philippines,Government of Philippines,MNLF,1982,Asia,1,Minor Conflict,Intrastate,34,90
314,Uganda,Uganda,Government of Uganda,"NRA, UFM, UNRF",1982,Africa,2,War,Intrastate,-2,22
315,United Kingdom,United Kingdom,Government of United Kingdom,PIRA,1982,Europe,1,Minor Conflict,Intrastate,54,25
316,El Salvador,El Salvador,Government of El Salvador,FMLN,1982,Americas,2,War,Intrastate,-14,-60
322,Bangladesh,Bangladesh,Government of Bangladesh,PCJSS,1982,Asia,1,Minor Conflict,Intrastate,34,90
324,Iran,"Iran, Iraq",Government of Iran,Government of Iraq,1982,Middle East,2,War,Interstate,29,42
327,Angola,Angola,Government of Angola,UNITA,1982,Africa,2,War,Internationalized Intrastate,-2,22
329,Ethiopia,Ethiopia,Government of Ethiopia,WSLF,1982,Africa,1,Minor Conflict,Internationalized Intrastate,-2,22
330,Indonesia,Indonesia,Government of Indonesia,CNRT,1982,Asia,1,Minor Conflict,Intrastate,34,90
331,Morocco,Morocco,Government of Morocco,POLISARIO,1982,Africa,1,Minor Conflict,Intrastate,-2,22
332,Mozambique,Mozambique,Government of Mozambique,Renamo,1982,Africa,2,War,Intrastate,-2,22
333,Afghanistan,Afghanistan,Government of Afghanistan,"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1982,Asia,2,War,Internationalized Intrastate,34,90
335,India,India,Government of India,TNV,1982,Asia,1,Minor Conflict,Intrastate,34,90
336,Nicaragua,Nicaragua,Government of Nicaragua,Contras,1982,Americas,1,Minor Conflict,Intrastate,-14,-60
337,Somalia,Somalia,Government of Somalia,SSDF,1982,Africa,1,Minor Conflict,Intrastate,-2,22
338,Iran,Iran,Government of Iran,MEK,1982,Middle East,2,War,Intrastate,29,42
342,Spain,Spain,Government of Spain,ETA,1982,Europe,1,Minor Conflict,Intrastate,54,25
345,South Africa,South Africa,Government of South Africa,ANC,1982,Africa,1,Minor Conflict,Intrastate,-2,22
347,India,India,Government of India,PLA,1982,Asia,1,Minor Conflict,Intrastate,34,90
348,Kenya,Kenya,Government of Kenya,Military faction (forces of Hezekiah Ochuka),1982,Africa,1,Minor Conflict,Intrastate,-2,22
440,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),LNUP,1982,Asia,1,Minor Conflict,Intrastate,34,90
205,Iran,Iran,Government of Iran,KDPI,1983,Middle East,1,Minor Conflict,Intrastate,29,42
209,Philippines,Philippines,Government of Philippines,CPP,1983,Asia,2,War,Intrastate,34,90
221,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),KNU,1983,Asia,2,War,Intrastate,34,90
222,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),CPB,1983,Asia,1,Minor Conflict,Intrastate,34,90
231,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),KIO,1983,Asia,1,Minor Conflict,Intrastate,34,90
233,Guatemala,Guatemala,Government of Guatemala,URNG,1983,Americas,1,Minor Conflict,Intrastate,-14,-60
234,Israel,Israel,Government of Israel,"PLO, Rejectionist Front",1983,Middle East,1,Minor Conflict,Intrastate,29,42
259,Iraq,Iraq,Government of Iraq,SCIRI,1983,Middle East,1,Minor Conflict,Intrastate,29,42
260,Lebanon,Lebanon,Government of Lebanon,"Amal, NSF",1983,Middle East,1,Minor Conflict,Internationalized Intrastate,29,42
264,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),SURA,1983,Asia,1,Minor Conflict,Intrastate,34,90
267,Ethiopia,Ethiopia,Government of Ethiopia,"EPDM, TPLF",1983,Africa,2,War,Intrastate,-2,22
271,Iraq,Iraq,Government of Iraq,"KDP, PUK",1983,Middle East,1,Minor Conflict,Intrastate,29,42
275,Ethiopia,Ethiopia,Government of Ethiopia,EPLF,1983,Africa,2,War,Intrastate,-2,22
288,Chad,Chad,Government of Chad,GUNT,1983,Africa,1,Minor Conflict,Internationalized Intrastate,-2,22
289,Colombia,Colombia,Government of Colombia,"FARC, M-19",1983,Americas,1,Minor Conflict,Intrastate,-14,-60
292,Peru,Peru,Government of Peru,Sendero Luminoso,1983,Americas,2,War,Intrastate,-14,-60
295,Ghana,Ghana,Government of Ghana,Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo),1983,Africa,1,Minor Conflict,Intrastate,-2,22
298,South Africa,South Africa,Government of South Africa,SWAPO,1983,Africa,2,War,Intrastate,-2,22
300,Cambodia (Kampuchea),Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"FUNCINPEC, KPNLF, KR",1983,Asia,1,Minor Conflict,Internationalized Intrastate,34,90
308,Philippines,Philippines,Government of Philippines,MNLF,1983,Asia,1,Minor Conflict,Intrastate,34,90
309,Sudan,Sudan,Government of Sudan,SPLM/A,1983,Africa,2,War,Intrastate,-2,22
314,Uganda,Uganda,Government of Uganda,"NRA, UNRF",1983,Africa,2,War,Intrastate,-2,22
315,United Kingdom,United Kingdom,Government of United Kingdom,PIRA,1983,Europe,1,Minor Conflict,Intrastate,54,25
316,El Salvador,El Salvador,Government of El Salvador,FMLN,1983,Americas,2,War,Intrastate,-14,-60
322,Bangladesh,Bangladesh,Government of Bangladesh,PCJSS,1983,Asia,1,Minor Conflict,Intrastate,34,90
324,Iran,"Iran, Iraq",Government of Iran,Government of Iraq,1983,Middle East,2,War,Interstate,29,42
327,Angola,Angola,Government of Angola,UNITA,1983,Africa,2,War,Internationalized Intrastate,-2,22
329,Ethiopia,Ethiopia,Government of Ethiopia,WSLF,1983,Africa,1,Minor Conflict,Internationalized Intrastate,-2,22
330,Indonesia,Indonesia,Government of Indonesia,CNRT,1983,Asia,1,Minor Conflict,Intrastate,34,90
331,Morocco,Morocco,Government of Morocco,POLISARIO,1983,Africa,1,Minor Conflict,Intrastate,-2,22
332,Mozambique,Mozambique,Government of Mozambique,Renamo,1983,Africa,2,War,Intrastate,-2,22
333,Afghanistan,Afghanistan,Government of Afghanistan,"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1983,Asia,2,War,Internationalized Intrastate,34,90
334,China,"China, Vietnam (North Vietnam)",Government of China,Government of Vietnam (North Vietnam),1983,Asia,1,Minor Conflict,Interstate,34,90
335,India,India,Government of India,TNV,1983,Asia,1,Minor Conflict,Intrastate,34,90
336,Nicaragua,Nicaragua,Government of Nicaragua,Contras,1983,Americas,2,War,Intrastate,-14,-60
337,Somalia,Somalia,Government of Somalia,"SNM, SSDF",1983,Africa,1,Minor Conflict,Intrastate,-2,22
345,South Africa,South Africa,Government of South Africa,ANC,1983,Africa,1,Minor Conflict,Intrastate,-2,22
347,India,India,Government of India,PLA,1983,Asia,1,Minor Conflict,Intrastate,34,90
349,Chad,"Chad, Nigeria",Government of Chad,Government of Nigeria,1983,Africa,1,Minor Conflict,Interstate,-2,22
350,Grenada,"Grenada, United States of America",Government of Grenada,Government of United States of America,1983,Americas,1,Minor Conflict,Interstate,-14,-60
351,India,India,Government of India,Sikh insurgents,1983,Asia,1,Minor Conflict,Intrastate,34,90
413,Ethiopia,Ethiopia,Government of Ethiopia,OLF,1983,Africa,1,Minor Conflict,Intrastate,-2,22
437,Ethiopia,Ethiopia,Government of Ethiopia,SLM,1983,Africa,1,Minor Conflict,Intrastate,-2,22
205,Iran,Iran,Government of Iran,KDPI,1984,Middle East,1,Minor Conflict,Intrastate,29,42
209,Philippines,Philippines,Government of Philippines,CPP,1984,Asia,2,War,Intrastate,34,90
218,India,"India, Pakistan",Government of India,Government of Pakistan,1984,Asia,1,Minor Conflict,Interstate,34,90
221,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),KNU,1984,Asia,2,War,Intrastate,34,90
222,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),CPB,1984,Asia,1,Minor Conflict,Intrastate,34,90
231,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),KIO,1984,Asia,2,War,Intrastate,34,90
233,Guatemala,Guatemala,Government of Guatemala,URNG,1984,Americas,1,Minor Conflict,Intrastate,-14,-60
234,Israel,Israel,Government of Israel,"PLO, Rejectionist Front",1984,Middle East,1,Minor Conflict,Intrastate,29,42
259,Iraq,Iraq,Government of Iraq,SCIRI,1984,Middle East,1,Minor Conflict,Intrastate,29,42
260,Lebanon,Lebanon,Government of Lebanon,"Amal, NSF",1984,Middle East,2,War,Internationalized Intrastate,29,42
264,Myanmar,Myanmar (Burma),Government of Myanmar (Burma),TRC,1984,Asia,1,Minor Conflict,Intrastate,34,90
267,Ethiopia,Ethiopia,Government of Ethiopia,"EPDM, EPRP, TPLF",1984,Africa,2,War,Intrastate,-2,22
271,Iraq,Iraq,Government of Iraq,KDP,1984,Middle East,1,Minor Conflict,Intrastate,29,42
275,Ethiopia,Ethiopia,Government of Ethiopia,EPLF,1984,Africa,2,War,Intrastate,-2,22
288,Chad,Chad,Government of Chad,GUNT,1984,Africa,1,Minor Conflict,Internationalized Intrastate,-2,22
289,Colombia,Colombia,Government of Colombia,"ELN, EPL, FARC, M-19",1984,Americas,1,Minor Conflict,Intrastate,-14,-60
291,Indonesia,Indonesia,Government of Indonesia,OPM,1984,Asia,1,Minor Conflict,Intrastate,34,90
292,Peru,Peru,Government of Peru,Sendero Luminoso,1984,Americas,2,War,Intrastate,-14,-60
298,South Africa,South Africa,Government of South Africa,SWAPO,1984,Africa,1,Minor Conflict,Intrastate,-2,22
300,Cambodia (Kampuchea),Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"FUNCINPEC, KPNLF, KR",1984,Asia,1,Minor Conflict,Internationalized Intrastate,34,90
308,Philippines,Philippines,Government of Philippines,MNLF,1984,Asia,1,Minor Conflict,Intrastate,34,90
309,Sudan,Sudan,Government of Sudan,SPLM/A,1984,Africa,2,War,Intrastate,-2,22
314,Uganda,Uganda,Government of Uganda,NRA,1984,Africa,2,War,Intrastate,-2,22
315,United Kingdom,United Kingdom,Government of United Kingdom,PIRA,1984,Europe,1,Minor Conflict,Intrastate,54,25
316,El Salvador,El Salvador,Government of El Salvador,FMLN,1984,Americas,2,War,Intrastate,-14,-60
322,Bangladesh,Bangladesh,Government of Bangladesh,PCJSS,1984,Asia,1,Minor Conflict,Intrastate,34,90
324,Iran,"Iran, Iraq",Government of Iran,Government of Iraq,1984,Middle East,2,War,Interstate,29,42
327,Angola,Angola,Government of Angola,UNITA,1984,Africa,2,War,Internationalized Intrastate,-2,22
330,Indonesia,Indonesia,Government of Indonesia,CNRT,1984,Asia,1,Minor Conflict,Intrastate,34,90
331,Morocco,Morocco,Government of Morocco,POLISARIO,1984,Africa,1,Minor Conflict,Intrastate,-2,22
332,Mozambique,Mozambique,Government of Mozambique,Renamo,1984,Africa,2,War,Intrastate,-2,22
333,Afghanistan,Afghanistan,Government of Afghanistan,"Harakat-i Inqilab-i Islami-yi Afghanistan , Harakat-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1984,Asia,2,War,Internationalized Intrastate,34,90
334,China,"China, Vietnam (North Vietnam)",Government of China,Government of Vietnam (North Vietnam),1984,Asia,1,Minor Conflict,Interstate,34,90
335,India,India,Government of India,TNV,1984,Asia,1,Minor Conflict,Intrastate,34,90
